2016-04-10,162.79301697115065,Customer,Purchase 
2016-04-10,196.35130576052242,Customer,Purchase 
2016-04-10,158.25407029240353,Customer,Purchase 
2016-04-10,18.64671485760935,Customer,Purchase 
2016-04-10,20.583008782183967,Customer,Purchase 
2016-04-10,83.52228252034237,Customer,Purchase 
2016-04-10,109.43559899480212,Customer,Purchase 
2016-04-10,58.18744289781539,Customer,Purchase 
2016-04-11,-432.6000000000001,Payable,Supplies 
2016-04-11,-31.2,Payable,Gas 
2016-04-11,187.98426158969716,Customer,Purchase 
2016-04-11,21.43348619975977,Customer,Purchase 
2016-04-11,7.835814799915253,Customer,Purchase 
2016-04-11,127.04510102079476,Customer,Purchase 
2016-04-11,143.59101165934788,Customer,Purchase 
2016-04-11,6.527101031913422,Customer,Purchase 
2016-04-11,162.52775723147516,Customer,Purchase 
2016-04-11,55.739841286211124,Customer,Purchase 
2016-04-11,159.2660523310165,Customer,Purchase 
2016-04-11,125.5059167909164,Customer,Purchase 
2016-04-11,188.27213838555173,Customer,Purchase 
2016-04-11,10.865427378100007,Customer,Purchase 
2016-04-11,57.71158248296027,Customer,Purchase 
2016-04-11,160.02280495771163,Customer,Purchase 
2016-04-12,-514.8,Payable,Supplies 
2016-04-12,-199.5,Payable,Gas 
2016-04-12,78.92162510778361,Customer,Purchase 
2016-04-12,17.65853509500718,Customer,Purchase 
2016-04-12,129.9781524452975,Customer,Purchase 
2016-04-12,180.73412271619952,Customer,Purchase 
2016-04-12,167.37742318626016,Customer,Purchase 
2016-04-12,159.74407147963186,Customer,Purchase 
2016-04-12,47.22783184257943,Customer,Purchase 
2016-04-12,40.90100727454979,Customer,Purchase 
2016-04-12,131.32450045733287,Customer,Purchase 
2016-04-12,154.5093395065938,Customer,Purchase 
2016-04-12,29.429338116339284,Customer,Purchase 
2016-04-12,39.95854747591365,Customer,Purchase 
2016-04-12,19.251870603203102,Customer,Purchase 
2016-04-12,69.68531779233139,Customer,Purchase 
2016-04-12,75.06092852328571,Customer,Purchase 
2016-04-12,131.9351097294034,Customer,Purchase 
2016-04-12,99.80000672728298,Customer,Purchase 
2016-04-12,88.7020147354904,Customer,Purchase 
2016-04-12,147.878584510688,Customer,Purchase 
2016-04-12,39.92390086760441,Customer,Purchase 
2016-04-12,41.81821669506561,Customer,Purchase 
2016-04-12,55.29388698721416,Customer,Purchase 
2016-04-12,10.526455199498315,Customer,Purchase 
2016-04-12,187.1245719343067,Customer,Purchase 
2016-04-12,102.03498673576182,Customer,Purchase 
2016-04-12,34.86496337467531,Customer,Purchase 
2016-04-12,48.32846460933378,Customer,Purchase 
2016-04-12,69.79771258408074,Customer,Purchase 
2016-04-12,30.251438230208585,Customer,Purchase 
2016-04-12,189.42590961860267,Customer,Purchase 
2016-04-12,84.84059911464493,Customer,Purchase 
2016-04-12,73.13089650870901,Customer,Purchase 
2016-04-12,53.975977033839634,Customer,Purchase 
2016-04-12,92.14033608204045,Customer,Purchase 
2016-04-12,77.32394381219171,Customer,Purchase 
2016-04-12,60.148530836334395,Customer,Purchase 
2016-04-12,5.268221864622452,Customer,Purchase 
2016-04-12,172.5405785526674,Customer,Purchase 
2016-04-12,153.02882790078263,Customer,Purchase 
2016-04-12,48.03622900980789,Customer,Purchase 
2016-04-12,99.37750587012737,Customer,Purchase 
2016-04-12,98.83498336350169,Customer,Purchase 
2016-04-13,-203.70000000000002,Payable,Supplies 
2016-04-13,-41.6,Payable,Gas 
2016-04-13,20.456366025404506,Customer,Purchase 
2016-04-13,81.66965446609352,Customer,Purchase 
2016-04-13,23.639792080281286,Customer,Purchase 
2016-04-13,59.701068598775585,Customer,Purchase 
2016-04-13,55.42217012735376,Customer,Purchase 
2016-04-13,86.28342138931689,Customer,Purchase 
2016-04-13,68.93293361462409,Customer,Purchase 
2016-04-13,174.42533431115652,Customer,Purchase 
2016-04-13,193.0880926579191,Customer,Purchase 
2016-04-13,153.7972939071891,Customer,Purchase 
2016-04-13,72.33794671231946,Customer,Purchase 
2016-04-13,163.20348251369725,Customer,Purchase 
2016-04-13,150.95574216838514,Customer,Purchase 
2016-04-13,177.60491918175555,Customer,Purchase 
2016-04-13,107.37154494182407,Customer,Purchase 
2016-04-13,8.554150416507538,Customer,Purchase 
2016-04-13,65.1785370744191,Customer,Purchase 
2016-04-13,104.24677484591456,Customer,Purchase 
2016-04-13,164.45464679161216,Customer,Purchase 
2016-04-13,73.7667464789871,Customer,Purchase 
2016-04-13,27.636969468344564,Customer,Purchase 
2016-04-13,36.723365535788254,Customer,Purchase 
2016-04-13,18.53311784658137,Customer,Purchase 
2016-04-13,196.08842150093935,Customer,Purchase 
2016-04-13,192.8735018952079,Customer,Purchase 
2016-04-13,87.43062242079519,Customer,Purchase 
2016-04-13,113.60131193523168,Customer,Purchase 
2016-04-14,-1040,Employee,Paycheck
2016-04-14,-1040,Employee,Paycheck
2016-04-14,-1040,Employee,Paycheck
2016-04-14,-1040,Employee,Paycheck
2016-04-14,-756.0,Payable,Supplies 
2016-04-14,-207.9,Payable,Gas 
2016-04-14,112.09186670332525,Customer,Purchase 
2016-04-14,117.29066370964543,Customer,Purchase 
2016-04-14,109.48248564534606,Customer,Purchase 
2016-04-14,17.06875611487168,Customer,Purchase 
2016-04-14,100.91586884690417,Customer,Purchase 
2016-04-14,93.41056978440488,Customer,Purchase 
2016-04-14,96.67104636287024,Customer,Purchase 
2016-04-14,34.86921451000766,Customer,Purchase 
2016-04-14,176.96417721734045,Customer,Purchase 
2016-04-14,6.337813187899475,Customer,Purchase 
2016-04-14,188.38671725726874,Customer,Purchase 
2016-04-14,193.01337983910216,Customer,Purchase 
2016-04-15,-453.6000000000001,Payable,Supplies 
2016-04-15,-96.9,Payable,Gas 
2016-04-15,199.61336883600308,Customer,Purchase 
2016-04-15,181.61324424394286,Customer,Purchase 
2016-04-15,178.41879531531097,Customer,Purchase 
2016-04-15,67.36580168206021,Customer,Purchase 
2016-04-15,190.49959893268718,Customer,Purchase 
2016-04-15,170.84747044237986,Customer,Purchase 
2016-04-15,58.48817039476585,Customer,Purchase 
2016-04-15,84.34072710874362,Customer,Purchase 
2016-04-15,80.63026403140229,Customer,Purchase 
2016-04-15,60.53909982183813,Customer,Purchase 
2016-04-15,103.19290765080669,Customer,Purchase 
2016-04-15,168.98151849397735,Customer,Purchase 
2016-04-15,30.440835250677985,Customer,Purchase 
2016-04-15,92.24808113584592,Customer,Purchase 
2016-04-15,30.057298929237277,Customer,Purchase 
2016-04-15,190.02939627150468,Customer,Purchase 
2016-04-15,89.82700275518926,Customer,Purchase 
2016-04-15,113.33011175654731,Customer,Purchase 
2016-04-15,17.55907954771701,Customer,Purchase 
2016-04-15,166.03055926008338,Customer,Purchase 
2016-04-16,-705.0,Payable,Supplies 
2016-04-16,-108.15,Payable,Gas 
2016-04-16,87.13243878366988,Customer,Purchase 
2016-04-16,103.54810639067874,Customer,Purchase 
2016-04-16,114.50626159502526,Customer,Purchase 
2016-04-16,158.61737763164464,Customer,Purchase 
2016-04-16,136.47685283890434,Customer,Purchase 
2016-04-16,35.99333723772069,Customer,Purchase 
2016-04-16,142.0725319194859,Customer,Purchase 
2016-04-16,158.80003418809486,Customer,Purchase 
2016-04-16,46.87379695789459,Customer,Purchase 
2016-04-16,178.0060828946397,Customer,Purchase 
2016-04-16,52.47271589319682,Customer,Purchase 
2016-04-16,52.51214552172932,Customer,Purchase 
2016-04-16,141.04154851370578,Customer,Purchase 
2016-04-16,66.23125123442463,Customer,Purchase 
2016-04-16,49.477606892462894,Customer,Purchase 
2016-04-16,5.783035961182729,Customer,Purchase 
2016-04-16,194.91559691657392,Customer,Purchase 
2016-04-16,176.4492645479782,Customer,Purchase 
2016-04-16,65.23429558686468,Customer,Purchase 
2016-04-16,114.8082404463407,Customer,Purchase 
2016-04-16,153.247330402556,Customer,Purchase 
2016-04-16,189.45423681936856,Customer,Purchase 
2016-04-16,172.96817076059105,Customer,Purchase 
2016-04-16,85.54930712071013,Customer,Purchase 
2016-04-16,31.192644899786607,Customer,Purchase 
2016-04-16,106.6140008648689,Customer,Purchase 
2016-04-16,159.41411187393362,Customer,Purchase 
2016-04-16,142.13119093873325,Customer,Purchase 
2016-04-16,180.279168581921,Customer,Purchase 
2016-04-16,66.01473740586874,Customer,Purchase 
2016-04-16,178.141939110448,Customer,Purchase 
2016-04-16,52.66378835915414,Customer,Purchase 
2016-04-16,25.073804462453264,Customer,Purchase 
2016-04-16,158.68778662942492,Customer,Purchase 
2016-04-16,8.88846079463479,Customer,Purchase 
2016-04-16,161.97805658765236,Customer,Purchase 
2016-04-16,119.85186299874,Customer,Purchase 
2016-04-16,70.56254191663609,Customer,Purchase 
2016-04-17,-45.0,Payable,Supplies 
2016-04-17,-178.2,Payable,Gas 
2016-04-17,168.21334311612313,Customer,Purchase 
2016-04-17,31.76382939522977,Customer,Purchase 
2016-04-17,166.12177180853848,Customer,Purchase 
2016-04-17,113.7016905028141,Customer,Purchase 
2016-04-17,37.794985482265986,Customer,Purchase 
2016-04-17,102.54150834804706,Customer,Purchase 
2016-04-17,196.1335182572072,Customer,Purchase 
2016-04-17,22.93769662168015,Customer,Purchase 
2016-04-17,67.05193610307707,Customer,Purchase 
2016-04-17,44.15161170870496,Customer,Purchase 
2016-04-17,188.65514336422245,Customer,Purchase 
2016-04-17,108.25763595590418,Customer,Purchase 
2016-04-17,57.72000959915767,Customer,Purchase 
2016-04-17,59.065668021127806,Customer,Purchase 
2016-04-17,57.053735057609494,Customer,Purchase 
2016-04-17,9.0241374359978,Customer,Purchase 
2016-04-17,32.32040555484913,Customer,Purchase 
2016-04-17,120.32852110002636,Customer,Purchase 
2016-04-17,81.80287067056389,Customer,Purchase 
2016-04-17,40.119132616959334,Customer,Purchase 
2016-04-17,130.9349969997578,Customer,Purchase 
2016-04-17,42.491803211549055,Customer,Purchase 
2016-04-17,5.266670433675518,Customer,Purchase 
2016-04-17,37.89183302213259,Customer,Purchase 
2016-04-17,84.80391753735738,Customer,Purchase 
2016-04-17,168.44738467361756,Customer,Purchase 
2016-04-17,47.94242965685128,Customer,Purchase 
2016-04-17,61.19641741985244,Customer,Purchase 
2016-04-17,104.83396552016508,Customer,Purchase 
2016-04-17,86.69644535053108,Customer,Purchase 
2016-04-17,104.99138671129056,Customer,Purchase 
2016-04-17,176.23602524879604,Customer,Purchase 
2016-04-17,35.02631227968223,Customer,Purchase 
2016-04-17,161.60698627855282,Customer,Purchase 
2016-04-17,115.08867611623955,Customer,Purchase 
2016-04-17,184.03880421533032,Customer,Purchase 
2016-04-17,72.43007749921122,Customer,Purchase 
2016-04-17,133.96198014104291,Customer,Purchase 
2016-04-17,158.1113667682488,Customer,Purchase 
2016-04-17,43.406383089242134,Customer,Purchase 
2016-04-17,123.09401230099111,Customer,Purchase 
2016-04-17,105.13554936481574,Customer,Purchase 
2016-04-18,-485.1,Payable,Supplies 
2016-04-18,-149.35,Payable,Gas 
2016-04-18,111.9310619139848,Customer,Purchase 
2016-04-18,23.387469204617805,Customer,Purchase 
2016-04-18,48.63175579525163,Customer,Purchase 
2016-04-18,83.32630828305881,Customer,Purchase 
2016-04-18,142.72897049597339,Customer,Purchase 
2016-04-18,126.32520452657066,Customer,Purchase 
2016-04-18,175.89932712283706,Customer,Purchase 
2016-04-18,183.336149385938,Customer,Purchase 
2016-04-18,79.56913238884073,Customer,Purchase 
2016-04-18,194.4007205765584,Customer,Purchase 
2016-04-18,28.138183250757272,Customer,Purchase 
2016-04-18,135.7897658049939,Customer,Purchase 
2016-04-18,41.25830279275569,Customer,Purchase 
2016-04-18,177.0692801419065,Customer,Purchase 
2016-04-18,42.75618703688542,Customer,Purchase 
2016-04-18,25.11227484113219,Customer,Purchase 
2016-04-18,119.74217244666019,Customer,Purchase 
2016-04-18,191.41804634767874,Customer,Purchase 
2016-04-18,92.94251608247168,Customer,Purchase 
2016-04-18,58.114153520702544,Customer,Purchase 
2016-04-18,112.34733566805042,Customer,Purchase 
2016-04-19,-582.0,Payable,Supplies 
2016-04-19,-137.7,Payable,Gas 
2016-04-19,52.590547427596555,Customer,Purchase 
2016-04-19,119.76163548731388,Customer,Purchase 
2016-04-19,126.88284017014087,Customer,Purchase 
2016-04-19,124.14292331349962,Customer,Purchase 
2016-04-19,84.20542440464172,Customer,Purchase 
2016-04-19,14.527822238631448,Customer,Purchase 
2016-04-19,136.4332915575914,Customer,Purchase 
2016-04-19,64.9065939547938,Customer,Purchase 
2016-04-19,84.9016680640693,Customer,Purchase 
2016-04-19,161.31713284147304,Customer,Purchase 
2016-04-19,34.91158888010712,Customer,Purchase 
2016-04-19,146.92026434133425,Customer,Purchase 
2016-04-19,62.961314288224806,Customer,Purchase 
2016-04-19,35.14052115812635,Customer,Purchase 
2016-04-19,71.09825495906632,Customer,Purchase 
2016-04-19,73.6274783843084,Customer,Purchase 
2016-04-19,52.9131588485032,Customer,Purchase 
2016-04-19,84.15359967427555,Customer,Purchase 
2016-04-19,14.040323644182491,Customer,Purchase 
2016-04-19,43.56579108601031,Customer,Purchase 
2016-04-19,89.95497123169282,Customer,Purchase 
2016-04-19,71.48270522220754,Customer,Purchase 
2016-04-19,187.73842353962436,Customer,Purchase 
2016-04-19,135.2776348797588,Customer,Purchase 
2016-04-19,19.375455826924348,Customer,Purchase 
2016-04-19,37.575343210268386,Customer,Purchase 
2016-04-19,73.40048430524122,Customer,Purchase 
2016-04-20,-657.9,Payable,Supplies 
2016-04-20,-9.5,Payable,Gas 
2016-04-20,86.73640070589674,Customer,Purchase 
2016-04-20,73.47580598194779,Customer,Purchase 
2016-04-20,137.1869971533093,Customer,Purchase 
2016-04-20,6.609843484082644,Customer,Purchase 
2016-04-20,60.86657199468721,Customer,Purchase 
2016-04-20,54.02846107635122,Customer,Purchase 
2016-04-20,61.749670528529684,Customer,Purchase 
2016-04-20,196.27234662919662,Customer,Purchase 
2016-04-20,163.33291373437595,Customer,Purchase 
2016-04-20,165.02829916671794,Customer,Purchase 
2016-04-20,96.07466890729343,Customer,Purchase 
2016-04-20,106.1387535909451,Customer,Purchase 
2016-04-20,66.00419218841921,Customer,Purchase 
2016-04-20,134.62744287494445,Customer,Purchase 
2016-04-20,145.6742580234708,Customer,Purchase 
2016-04-20,143.15760231176034,Customer,Purchase 
2016-04-20,33.83705958294469,Customer,Purchase 
2016-04-20,136.23307068452976,Customer,Purchase 
2016-04-20,124.2541905006738,Customer,Purchase 
2016-04-20,63.71436393858471,Customer,Purchase 
2016-04-20,154.84921650389234,Customer,Purchase 
2016-04-20,96.31132365614486,Customer,Purchase 
2016-04-20,55.24433717285545,Customer,Purchase 
2016-04-20,101.89468821576871,Customer,Purchase 
2016-04-21,-110.25000000000001,Payable,Supplies 
2016-04-21,-63.05,Payable,Gas 
2016-04-21,69.56434223551811,Customer,Purchase 
2016-04-21,190.84964807964724,Customer,Purchase 
2016-04-21,52.45593728855423,Customer,Purchase 
2016-04-21,168.84929035342014,Customer,Purchase 
2016-04-21,161.9232566834683,Customer,Purchase 
2016-04-21,20.12647658874681,Customer,Purchase 
2016-04-21,138.35723978115197,Customer,Purchase 
2016-04-21,29.15957270557165,Customer,Purchase 
2016-04-21,132.2733230668008,Customer,Purchase 
2016-04-21,164.5548587360475,Customer,Purchase 
2016-04-21,43.925036358898176,Customer,Purchase 
2016-04-21,116.67630947038909,Customer,Purchase 
2016-04-21,45.472706384187106,Customer,Purchase 
2016-04-21,89.03326582583566,Customer,Purchase 
2016-04-21,53.26197139576289,Customer,Purchase 
2016-04-21,173.45259936017254,Customer,Purchase 
2016-04-21,134.7923102631886,Customer,Purchase 
2016-04-21,157.23209189538898,Customer,Purchase 
2016-04-21,17.13786421625209,Customer,Purchase 
2016-04-21,138.5956556967103,Customer,Purchase 
2016-04-21,86.91694465379227,Customer,Purchase 
2016-04-21,73.99095620162751,Customer,Purchase 
2016-04-21,96.9934528911285,Customer,Purchase 
2016-04-21,144.95867827850782,Customer,Purchase 
2016-04-21,76.83466626174298,Customer,Purchase 
2016-04-21,52.79995170462971,Customer,Purchase 
2016-04-21,131.73832390832317,Customer,Purchase 
2016-04-21,139.4350093327114,Customer,Purchase 
2016-04-21,179.02247904574116,Customer,Purchase 
2016-04-21,128.0379997761006,Customer,Purchase 
2016-04-21,159.58977489695314,Customer,Purchase 
2016-04-21,77.06464104905133,Customer,Purchase 
2016-04-21,112.53075380600393,Customer,Purchase 
2016-04-21,81.05156448446326,Customer,Purchase 
2016-04-21,149.16673294793182,Customer,Purchase 
2016-04-21,79.97460366994102,Customer,Purchase 
2016-04-21,38.31077467728816,Customer,Purchase 
2016-04-21,162.45079587959967,Customer,Purchase 
2016-04-22,-666.6,Payable,Supplies 
2016-04-22,-212.85,Payable,Gas 
2016-04-22,154.09029168095012,Customer,Purchase 
2016-04-22,143.91424810773762,Customer,Purchase 
2016-04-22,26.114642591881992,Customer,Purchase 
2016-04-22,73.46178150914155,Customer,Purchase 
2016-04-22,132.60793919343675,Customer,Purchase 
2016-04-22,160.83597841237338,Customer,Purchase 
2016-04-22,197.46270583166063,Customer,Purchase 
2016-04-22,5.674219313142156,Customer,Purchase 
2016-04-22,48.44696480718322,Customer,Purchase 
2016-04-22,95.45639775756793,Customer,Purchase 
2016-04-22,45.11631198662146,Customer,Purchase 
2016-04-22,24.01320133765426,Customer,Purchase 
2016-04-22,50.3298278422214,Customer,Purchase 
2016-04-22,133.33911589248302,Customer,Purchase 
2016-04-22,159.80312539021074,Customer,Purchase 
2016-04-22,98.69161145771692,Customer,Purchase 
2016-04-22,163.65589153171618,Customer,Purchase 
2016-04-22,60.25044380205007,Customer,Purchase 
2016-04-22,88.78510818166056,Customer,Purchase 
2016-04-22,125.90205498561636,Customer,Purchase 
2016-04-22,173.55137854255855,Customer,Purchase 
2016-04-22,77.76277461871206,Customer,Purchase 
2016-04-22,78.26122629598161,Customer,Purchase 
2016-04-22,105.70635944320338,Customer,Purchase 
2016-04-22,168.91381193154447,Customer,Purchase 
2016-04-22,120.49508995988464,Customer,Purchase 
2016-04-22,164.52869322921958,Customer,Purchase 
2016-04-22,162.74432682839083,Customer,Purchase 
2016-04-23,-710.7,Payable,Supplies 
2016-04-23,-185.0,Payable,Gas 
2016-04-23,167.5255192396345,Customer,Purchase 
2016-04-23,41.3285623501368,Customer,Purchase 
2016-04-23,105.66461020964553,Customer,Purchase 
2016-04-23,84.72227294683944,Customer,Purchase 
2016-04-23,144.94401118669586,Customer,Purchase 
2016-04-23,105.23585994997651,Customer,Purchase 
2016-04-23,198.3698475700916,Customer,Purchase 
2016-04-23,87.91856557793076,Customer,Purchase 
2016-04-23,153.58644180341045,Customer,Purchase 
2016-04-23,199.72010192394242,Customer,Purchase 
2016-04-23,49.30195697288713,Customer,Purchase 
2016-04-23,9.050635970520727,Customer,Purchase 
2016-04-23,198.14370507673817,Customer,Purchase 
2016-04-23,65.4278856177337,Customer,Purchase 
2016-04-23,199.80533099212107,Customer,Purchase 
2016-04-23,110.24453689052963,Customer,Purchase 
2016-04-23,154.15540311337736,Customer,Purchase 
2016-04-23,122.1830004007813,Customer,Purchase 
2016-04-23,37.02360311915771,Customer,Purchase 
2016-04-23,195.32213415219204,Customer,Purchase 
2016-04-23,110.75784607290208,Customer,Purchase 
2016-04-23,31.456005312116595,Customer,Purchase 
2016-04-23,96.75188883872437,Customer,Purchase 
2016-04-23,79.25641577664466,Customer,Purchase 
2016-04-23,68.25875556861439,Customer,Purchase 
2016-04-23,89.38526816663901,Customer,Purchase 
2016-04-23,190.05777367861361,Customer,Purchase 
2016-04-23,45.73758729239737,Customer,Purchase 
2016-04-23,148.42621966270545,Customer,Purchase 
2016-04-23,66.46340051458586,Customer,Purchase 
2016-04-23,138.65221300567748,Customer,Purchase 
2016-04-23,70.79168960281994,Customer,Purchase 
2016-04-23,18.346927326473647,Customer,Purchase 
2016-04-23,70.92353489675155,Customer,Purchase 
2016-04-23,186.79943473686086,Customer,Purchase 
2016-04-23,31.53726639098037,Customer,Purchase 
2016-04-23,146.02617401318108,Customer,Purchase 
2016-04-23,183.1539992977988,Customer,Purchase 
2016-04-23,11.271475941453748,Customer,Purchase 
2016-04-23,96.2522687673001,Customer,Purchase 
2016-04-23,48.77364668044208,Customer,Purchase 
2016-04-23,6.699462259921329,Customer,Purchase 
2016-04-23,129.32313437489054,Customer,Purchase 
2016-04-23,102.10751458195232,Customer,Purchase 
2016-04-23,87.33247349303511,Customer,Purchase 
2016-04-24,-655.2,Payable,Supplies 
2016-04-24,-232.8,Payable,Gas 
2016-04-24,128.46723522063638,Customer,Purchase 
2016-04-24,192.76592699168035,Customer,Purchase 
2016-04-24,122.18624253562535,Customer,Purchase 
2016-04-24,124.31185361251717,Customer,Purchase 
2016-04-24,119.18761053606079,Customer,Purchase 
2016-04-24,165.69702531209137,Customer,Purchase 
2016-04-24,74.07886418291184,Customer,Purchase 
2016-04-24,159.5162858941261,Customer,Purchase 
2016-04-24,192.80246961773864,Customer,Purchase 
2016-04-24,69.46723557595274,Customer,Purchase 
2016-04-24,76.60717725229028,Customer,Purchase 
2016-04-24,108.74933176899286,Customer,Purchase 
2016-04-24,194.74604577680807,Customer,Purchase 
2016-04-24,177.9826744269019,Customer,Purchase 
2016-04-24,172.91901967365243,Customer,Purchase 
2016-04-24,91.16089113828635,Customer,Purchase 
2016-04-24,198.25799334826857,Customer,Purchase 
2016-04-24,189.5498015148639,Customer,Purchase 
2016-04-24,5.469235654803494,Customer,Purchase 
2016-04-24,102.40678388685338,Customer,Purchase 
2016-04-24,176.69180567074278,Customer,Purchase 
2016-04-24,27.09553035369114,Customer,Purchase 
2016-04-24,100.48317188272166,Customer,Purchase 
2016-04-24,176.03054681560963,Customer,Purchase 
2016-04-24,58.19206183814589,Customer,Purchase 
2016-04-24,143.95045837862511,Customer,Purchase 
2016-04-24,137.93292584985318,Customer,Purchase 
2016-04-24,103.6169325671044,Customer,Purchase 
2016-04-24,99.25973536601983,Customer,Purchase 
2016-04-24,96.14595355276124,Customer,Purchase 
2016-04-24,119.32241374245041,Customer,Purchase 
2016-04-24,107.06524729541218,Customer,Purchase 
2016-04-25,-144.0,Payable,Supplies 
2016-04-25,-232.3,Payable,Gas 
2016-04-25,121.74441067203254,Customer,Purchase 
2016-04-25,197.0750930987645,Customer,Purchase 
2016-04-25,53.107998737008415,Customer,Purchase 
2016-04-25,164.90598359728676,Customer,Purchase 
2016-04-25,166.86610808809445,Customer,Purchase 
2016-04-25,28.291592489995192,Customer,Purchase 
2016-04-25,195.96277696639083,Customer,Purchase 
2016-04-25,199.57008859352715,Customer,Purchase 
2016-04-25,169.273005485285,Customer,Purchase 
2016-04-25,110.78487589431603,Customer,Purchase 
2016-04-25,195.5638926744739,Customer,Purchase 
2016-04-25,97.91065609634711,Customer,Purchase 
2016-04-25,43.07728006351269,Customer,Purchase 
2016-04-25,163.86358618472352,Customer,Purchase 
2016-04-25,172.94303297891884,Customer,Purchase 
2016-04-25,172.35934749711538,Customer,Purchase 
2016-04-25,5.42845627652556,Customer,Purchase 
2016-04-25,107.10859047740438,Customer,Purchase 
2016-04-25,195.2319856741086,Customer,Purchase 
2016-04-25,101.78454982088932,Customer,Purchase 
2016-04-25,152.065531946764,Customer,Purchase 
2016-04-25,108.03729012679922,Customer,Purchase 
2016-04-25,143.27020247638413,Customer,Purchase 
2016-04-25,123.82200132380244,Customer,Purchase 
2016-04-25,160.65855909480416,Customer,Purchase 
2016-04-25,192.91052905250743,Customer,Purchase 
2016-04-25,155.42186788894855,Customer,Purchase 
2016-04-25,92.30511015979943,Customer,Purchase 
2016-04-25,59.436021677109345,Customer,Purchase 
2016-04-25,196.2899365746107,Customer,Purchase 
2016-04-25,17.675549051550675,Customer,Purchase 
2016-04-25,188.49887133357376,Customer,Purchase 
2016-04-25,182.44751455068987,Customer,Purchase 
2016-04-25,44.826176980314024,Customer,Purchase 
2016-04-25,43.932348236838514,Customer,Purchase 
2016-04-25,151.0418469320402,Customer,Purchase 
2016-04-25,72.79108687862848,Customer,Purchase 
2016-04-25,48.74063291536813,Customer,Purchase 
2016-04-26,-220.5,Payable,Supplies 
2016-04-26,-121.25,Payable,Gas 
2016-04-26,175.50142190571884,Customer,Purchase 
2016-04-26,139.34067750859967,Customer,Purchase 
2016-04-26,69.97479261767917,Customer,Purchase 
2016-04-26,14.481620147720362,Customer,Purchase 
2016-04-26,100.784224403317,Customer,Purchase 
2016-04-26,45.98225225064302,Customer,Purchase 
2016-04-26,148.5376515679843,Customer,Purchase 
2016-04-26,197.30296043305864,Customer,Purchase 
2016-04-26,184.87274162634588,Customer,Purchase 
2016-04-26,157.01006347773784,Customer,Purchase 
2016-04-26,154.37935665162505,Customer,Purchase 
2016-04-26,95.30942901669138,Customer,Purchase 
2016-04-26,43.37534041695435,Customer,Purchase 
2016-04-26,101.07222164694761,Customer,Purchase 
2016-04-26,24.742927765268874,Customer,Purchase 
2016-04-26,7.297519355612894,Customer,Purchase 
2016-04-26,118.38350282352049,Customer,Purchase 
2016-04-26,166.13325582652382,Customer,Purchase 
2016-04-26,28.39507659052688,Customer,Purchase 
2016-04-26,181.25789998475983,Customer,Purchase 
2016-04-26,180.9644573501594,Customer,Purchase 
2016-04-26,72.52822071986473,Customer,Purchase 
2016-04-26,47.16512574892866,Customer,Purchase 
2016-04-26,128.56490664670304,Customer,Purchase 
2016-04-27,-98.70000000000002,Payable,Supplies 
2016-04-27,-20.2,Payable,Gas 
2016-04-27,148.3269632120887,Customer,Purchase 
2016-04-27,102.77150904531109,Customer,Purchase 
2016-04-27,24.814158747014353,Customer,Purchase 
2016-04-27,168.49018231694922,Customer,Purchase 
2016-04-27,19.474483246544374,Customer,Purchase 
2016-04-27,144.33377865217622,Customer,Purchase 
2016-04-27,193.27421879288804,Customer,Purchase 
2016-04-27,15.846613956005298,Customer,Purchase 
2016-04-27,62.60433124897463,Customer,Purchase 
2016-04-27,112.93684849780101,Customer,Purchase 
2016-04-27,195.99031999274814,Customer,Purchase 
2016-04-27,122.84358138780401,Customer,Purchase 
2016-04-28,-1040,Employee,Paycheck
2016-04-28,-1040,Employee,Paycheck
2016-04-28,-1040,Employee,Paycheck
2016-04-28,-1040,Employee,Paycheck
2016-04-28,-238.5,Payable,Supplies 
2016-04-28,-218.25,Payable,Gas 
2016-04-28,83.47624373899575,Customer,Purchase 
2016-04-28,66.79383560928454,Customer,Purchase 
2016-04-28,118.70494236456778,Customer,Purchase 
2016-04-28,5.915448214675172,Customer,Purchase 
2016-04-28,65.54194024701705,Customer,Purchase 
2016-04-28,155.09631160624167,Customer,Purchase 
2016-04-28,35.40954581058732,Customer,Purchase 
2016-04-28,5.488963288429606,Customer,Purchase 
2016-04-28,199.78438820956097,Customer,Purchase 
2016-04-28,77.82064150126781,Customer,Purchase 
2016-04-28,185.424436849855,Customer,Purchase 
2016-04-28,130.67372416867846,Customer,Purchase 
2016-04-28,184.9195863840521,Customer,Purchase 
2016-04-28,6.690598331596343,Customer,Purchase 
2016-04-28,72.70912096529952,Customer,Purchase 
2016-04-28,166.9551753696529,Customer,Purchase 
2016-04-28,118.64333623682249,Customer,Purchase 
2016-04-28,18.64743303237821,Customer,Purchase 
2016-04-28,135.59838247872094,Customer,Purchase 
2016-04-28,13.214944196628458,Customer,Purchase 
2016-04-28,7.46313460610572,Customer,Purchase 
2016-04-28,165.95454408480003,Customer,Purchase 
2016-04-28,39.783124051564855,Customer,Purchase 
2016-04-28,193.30621934098164,Customer,Purchase 
2016-04-28,189.3602615838105,Customer,Purchase 
2016-04-29,-429.3,Payable,Supplies 
2016-04-29,-58.8,Payable,Gas 
2016-04-30,-163.5,Payable,Supplies 
2016-04-30,-164.9,Payable,Gas 
2016-04-30,187.1297236468593,Customer,Purchase 
